Modality,Annotation Size,FP
unet_shuffle_inception_no_progressive,35.0,66.96221403281739
unet_shuffle_inception_no_progressive,10.0,1.0083288039487144
unet_shuffle_inception_no_progressive,51.5,0.272132098675
unet_shuffle_inception_no_progressive,86.0,0.7317335009576666
unet_shuffle_inception_no_progressive,83.0,4.004023194315
unet_shuffle_inception_no_progressive,82.0,1.2326116338364999
unet_shuffle_inception_no_progressive,57.0,0.486077263951
unet_shuffle_inception_no_progressive,15.0,18.34009747996171
unet_shuffle_inception_no_progressive,20.0,7.018608601143389
unet_shuffle_inception_no_progressive,22.0,3.6290552495067123
unet_shuffle_inception_no_progressive,49.3333333333,0.6041970737296
unet_shuffle_inception_no_progressive,61.2,2.08055019379
unet_shuffle_inception_no_progressive,48.0,0.3027445822955
unet_shuffle_inception_no_progressive,44.3333333333,0.1384917581452
unet_shuffle_inception_no_progressive,130.0,61.6277923584
unet_shuffle_inception_no_progressive,195.0,28.305045068265
unet_shuffle_inception_no_progressive,275.0,130.077148438
unet_shuffle_inception_no_progressive,249.0,126.09920108314499
unet_shuffle_inception_no_progressive,57.25,1.09217715263
unet_shuffle_inception_no_progressive,179.0,1.48164117336
unet_shuffle_inception_no_progressive,194.5,7.93807196619
unet_shuffle_inception_no_progressive,4.0,10.108773197511725
unet_shuffle_inception_no_progressive,11.0,13.620625597026727
unet_shuffle_inception_no_progressive,31.0,8.655771282805832
unet_shuffle_inception_no_progressive,55.6666666667,2.99628472328
unet_shuffle_inception_no_progressive,76.6666666667,1.96017289162
unet_shuffle_inception_no_progressive,95.3333333333,2.07321596146
unet_shuffle_inception_no_progressive,94.5,3.09951400757
unet_shuffle_inception_no_progressive,80.5,54.306345701130006
unet_shuffle_inception_no_progressive,69.5,1.74529719353
unet_shuffle_inception_no_progressive,53.0,0.90639591217225
unet_shuffle_inception_no_progressive,41.5,7.310875117785001
unet_shuffle_inception_no_progressive,24.5,1.0394043624384999
unet_shuffle_inception_no_progressive,49.5,45.0239984244095
unet_shuffle_inception_no_progressive,53.5,0.2600515335795
unet_shuffle_inception_no_progressive,87.0,2.5312475984279996
unet_shuffle_inception_no_progressive,2.0,0.0730764120817
unet_shuffle_inception_no_progressive,3.0,0.2413990348578
unet_shuffle_inception_no_progressive,9.0,21.135924050564014
unet_shuffle_inception_no_progressive,92.0,0.94485198706485
unet_shuffle_inception_no_progressive,88.0,1.12550234795
unet_shuffle_inception_no_progressive,116.0,1.8223656664303334
unet_shuffle_inception_no_progressive,64.0,93.67126374314475
unet_shuffle_inception_no_progressive,37.0,8.498858769735667
unet_shuffle_inception_no_progressive,25.0,56.590028436386454
unet_shuffle_inception_no_progressive,8.0,101.10421982988966
unet_shuffle_inception_no_progressive,220.25,0.87742882967
unet_shuffle_inception_no_progressive,434.5,1.81284928322
unet_shuffle_inception_no_progressive,464.25,5.79629039764
unet_shuffle_inception_no_progressive,356.5,2.23729610443
unet_shuffle_inception_no_progressive,132.25,10.1555395126
unet_shuffle_inception_no_progressive,86.5,31.4723396301
unet_shuffle_inception_no_progressive,119.0,10.121018559664325
unet_shuffle_inception_no_progressive,112.5,1.43295621872
unet_shuffle_inception_no_progressive,140.0,15.2769908905
unet_shuffle_inception_no_progressive,29.0,7.839781587674815
unet_shuffle_inception_no_progressive,51.0,5.55624881480715
unet_shuffle_inception_no_progressive,131.0,0.261611461639
unet_shuffle_inception_no_progressive,212.25,0.205122336745
unet_shuffle_inception_no_progressive,260.0,32.6915168762
unet_shuffle_inception_no_progressive,341.25,20.2500667572
unet_shuffle_inception_no_progressive,378.75,0.961608886719
unet_shuffle_inception_no_progressive,400.5,0.238706305623
unet_shuffle_inception_no_progressive,429.25,0.153715625405
unet_shuffle_inception_no_progressive,454.75,0.0702284425497
unet_shuffle_inception_no_progressive,457.5,0.083442248404
unet_shuffle_inception_no_progressive,447.0,0.243656516075
unet_shuffle_inception_no_progressive,432.25,0.389932841063
unet_shuffle_inception_no_progressive,400.0,0.124536827207
unet_shuffle_inception_no_progressive,367.75,0.0588115677238
unet_shuffle_inception_no_progressive,305.0,0.6059437170605
unet_shuffle_inception_no_progressive,213.5,0.0302750933915
unet_shuffle_inception_no_progressive,109.5,0.0321481339633
unet_shuffle_inception_no_progressive,5.0,30.03758130469966
unet_shuffle_inception_no_progressive,16.5,52.83397776637975
unet_shuffle_inception_no_progressive,11.5,52.898487806125
unet_shuffle_inception_no_progressive,41.0,145.29734845320172
unet_shuffle_inception_no_progressive,61.3333333333,0.14226608599216667
unet_shuffle_inception_no_progressive,72.6666666667,0.0410031080246
unet_shuffle_inception_no_progressive,72.0,1.0189564327393335
unet_shuffle_inception_no_progressive,70.3333333333,0.668896079063
unet_shuffle_inception_no_progressive,30.6666666667,1.3017466515313332
unet_shuffle_inception_no_progressive,33.5,1.680631525816
unet_shuffle_inception_no_progressive,34.5,0.1507772356275
unet_shuffle_inception_no_progressive,36.5,0.24728295207
unet_shuffle_inception_no_progressive,36.875,32.3339004517
unet_shuffle_inception_no_progressive,58.25,2.27895140648
unet_shuffle_inception_no_progressive,21.5,3.59138679504
unet_shuffle_inception_no_progressive,28.3333333333,8.664561443013499
unet_shuffle_inception_no_progressive,73.0,6.4616192709698
unet_shuffle_inception_no_progressive,61.0,7.3075231760805
unet_shuffle_inception_no_progressive,42.0,9.828866377467875
unet_shuffle_inception_no_progressive,43.5,64.200258135677
unet_shuffle_inception_no_progressive,6.66666666667,0.0782726705074
unet_shuffle_inception_no_progressive,40.25,6.272471904754999
unet_shuffle_inception_no_progressive,37.25,8.44497871399
unet_shuffle_inception_no_progressive,30.75,0.0516919158399
unet_shuffle_inception_no_progressive,44.6666666667,0.025229819119
unet_shuffle_inception_no_progressive,87.6666666667,0.4989210097121
unet_shuffle_inception_no_progressive,105.0,0.0669108778238
unet_shuffle_inception_no_progressive,23.5,0.138346161693
unet_shuffle_inception_no_progressive,36.1666666667,0.0601554363966
unet_shuffle_inception_no_progressive,36.4,3.19268465042
unet_shuffle_inception_no_progressive,32.6666666667,0.791884440931
unet_shuffle_inception_no_progressive,70.5,0.0181947126985
unet_shuffle_inception_no_progressive,150.5,0.0165613852441
unet_shuffle_inception_no_progressive,71.25,1.1988771669579998
unet_shuffle_inception_no_progressive,44.0,5.5479937903620495
unet_shuffle_inception_no_progressive,34.0,76.03768284681846
unet_shuffle_inception_no_progressive,91.0,12.6501379013
unet_shuffle_inception_no_progressive,15.3333333333,0.062174141407
unet_shuffle_inception_no_progressive,29.25,0.218599051237
unet_shuffle_inception_no_progressive,33.25,0.123709276319
unet_shuffle_inception_no_progressive,16.25,1.3298418112101
unet_shuffle_inception_no_progressive,58.75,0.393527001143
unet_shuffle_inception_no_progressive,86.25,0.494229525328
unet_shuffle_inception_no_progressive,146.25,1.04968750477
unet_shuffle_inception_no_progressive,201.5,13.1805801392
unet_shuffle_inception_no_progressive,225.0,29.9468154907
unet_shuffle_inception_no_progressive,247.5,53.4572525024
unet_shuffle_inception_no_progressive,257.0,1.713752985
unet_shuffle_inception_no_progressive,265.75,13.4929170609
unet_shuffle_inception_no_progressive,278.0,3.7073158687016003
unet_shuffle_inception_no_progressive,199.25,6.56784963608
unet_shuffle_inception_no_progressive,147.75,0.340907752514
unet_shuffle_inception_no_progressive,73.6666666667,0.256680905819
unet_shuffle_inception_no_progressive,39.0,3.2898638546455006
unet_shuffle_inception_no_progressive,32.3333333333,2.7447412013995
unet_shuffle_inception_no_progressive,9.5,2.95165038109
unet_shuffle_inception_no_progressive,77.25,1.4093561843055
unet_shuffle_inception_no_progressive,93.5,0.914858102798
unet_shuffle_inception_no_progressive,30.0,17.750582389538142
unet_shuffle_inception_no_progressive,102.0,0.141099914908
unet_shuffle_inception_no_progressive,160.666666667,0.142933547497
unet_shuffle_inception_no_progressive,307.666666667,8.288438797
unet_shuffle_inception_no_progressive,385.666666667,0.12731385231
unet_shuffle_inception_no_progressive,437.333333333,3.48661184311
unet_shuffle_inception_no_progressive,514.0,2.82204580307
unet_shuffle_inception_no_progressive,568.333333333,0.293433815241
unet_shuffle_inception_no_progressive,605.0,1.5936781168
unet_shuffle_inception_no_progressive,687.666666667,0.377645790577
unet_shuffle_inception_no_progressive,739.333333333,0.101004958153
unet_shuffle_inception_no_progressive,736.0,0.30650100112
unet_shuffle_inception_no_progressive,776.0,5.36495494843
unet_shuffle_inception_no_progressive,740.333333333,8.47424221039
unet_shuffle_inception_no_progressive,662.0,8.60940361023
unet_shuffle_inception_no_progressive,536.333333333,1.45949923992
unet_shuffle_inception_no_progressive,393.0,0.996945679188
unet_shuffle_inception_no_progressive,316.333333333,0.32926940918
unet_shuffle_inception_no_progressive,265.333333333,0.465786963701
unet_shuffle_inception_no_progressive,143.666666667,2.88856625557
unet_shuffle_inception_no_progressive,59.5,5.113867362351333
unet_shuffle_inception_no_progressive,46.6666666667,7.4037322998
unet_shuffle_inception_no_progressive,26.5,0.324813172221
unet_shuffle_inception_no_progressive,43.0,15.060854479670335
unet_shuffle_inception_no_progressive,66.0,2.633196840682667
unet_shuffle_inception_no_progressive,36.0,0.370250464418
unet_shuffle_inception_no_progressive,18.3333333333,0.406955093145
unet_shuffle_inception_no_progressive,79.3333333333,0.418168127537
unet_shuffle_inception_no_progressive,31.6666666667,0.0367091596127
unet_shuffle_inception_no_progressive,92.3333333333,0.503708481789
unet_shuffle_inception_no_progressive,128.0,1.3563731908799999
unet_shuffle_inception_no_progressive,154.333333333,1.69747447968
unet_shuffle_inception_no_progressive,89.6666666667,8.34590482712
unet_shuffle_inception_no_progressive,19.5,1.1605858840032999
unet_shuffle_inception_no_progressive,143.0,0.6927222758539999
unet_shuffle_inception_no_progressive,133.333333333,2.50202250481
unet_shuffle_inception_no_progressive,85.6666666667,0.0780621767044
unet_shuffle_inception_no_progressive,63.6666666667,0.174354881048
unet_shuffle_inception_no_progressive,51.6666666667,0.0610688067973
unet_shuffle_inception_no_progressive,75.0,8.938884496705
unet_shuffle_inception_no_progressive,203.25,0.51393532753
unet_shuffle_inception_no_progressive,188.25,2.0081949234
unet_shuffle_inception_no_progressive,111.0,0.0987282693386
unet_shuffle_inception_no_progressive,16.3333333333,18.0733909606705
unet_shuffle_inception_no_progressive,43.3333333333,2.6996026039115
unet_shuffle_inception_no_progressive,134.75,12.2134590149
unet_shuffle_inception_no_progressive,242.25,2.37560892105
unet_shuffle_inception_no_progressive,316.5,0.0902942493558
unet_shuffle_inception_no_progressive,334.8,0.0239166393876
unet_shuffle_inception_no_progressive,421.6,0.0143323447555
unet_shuffle_inception_no_progressive,646.5,0.0825948491693
unet_shuffle_inception_no_progressive,720.75,0.178543642163
unet_shuffle_inception_no_progressive,753.5,0.844637274742
unet_shuffle_inception_no_progressive,826.5,3.10722231865
unet_shuffle_inception_no_progressive,806.5,8.85549163818
unet_shuffle_inception_no_progressive,736.5,5.34532737732
unet_shuffle_inception_no_progressive,697.5,3.2410633564
unet_shuffle_inception_no_progressive,659.25,7.05618572235
unet_shuffle_inception_no_progressive,560.25,3.06251955032
unet_shuffle_inception_no_progressive,466.25,1.56495022774
unet_shuffle_inception_no_progressive,347.25,0.595442414284
unet_shuffle_inception_no_progressive,215.5,0.963597595692
unet_shuffle_inception_no_progressive,130.666666667,3.56980514526
unet_shuffle_inception_no_progressive,62.0,9.3927140235785
unet_shuffle_inception_no_progressive,76.0,286.628845215
unet_shuffle_inception_no_progressive,99.0,297.346984863
unet_shuffle_inception_no_progressive,182.0,231.358474731
unet_shuffle_inception_no_progressive,323.0,178.148681641
unet_shuffle_inception_no_progressive,472.0,148.913818359
unet_shuffle_inception_no_progressive,506.0,90.8459625244
unet_shuffle_inception_no_progressive,529.0,120.3864707946
unet_shuffle_inception_no_progressive,534.0,7.49078083038
unet_shuffle_inception_no_progressive,567.0,3.24678230286
unet_shuffle_inception_no_progressive,441.0,3.3434138298
unet_shuffle_inception_no_progressive,445.0,7.19347667694
unet_shuffle_inception_no_progressive,561.0,2.79565954208
unet_shuffle_inception_no_progressive,589.0,1.363962277771
unet_shuffle_inception_no_progressive,575.0,3.94821000099
unet_shuffle_inception_no_progressive,523.0,1.96266889572
unet_shuffle_inception_no_progressive,350.0,5.433528900145
unet_shuffle_inception_no_progressive,383.0,3.56875801086
unet_shuffle_inception_no_progressive,358.0,4.1475815773
unet_shuffle_inception_no_progressive,327.0,0.314006388187
unet_shuffle_inception_no_progressive,290.0,1.41550123692
unet_shuffle_inception_no_progressive,21.3333333333,0.0950940474868
unet_shuffle_inception_no_progressive,56.75,0.123958021402
unet_shuffle_inception_no_progressive,68.75,4.88970661163
unet_shuffle_inception_no_progressive,70.0,3.5114341974250003
unet_shuffle_inception_no_progressive,62.5,0.374748051167
unet_shuffle_inception_no_progressive,49.75,0.391623437405
unet_shuffle_inception_no_progressive,198.0,0.0759324859829
unet_shuffle_inception_no_progressive,128.5,70.310949444888
unet_shuffle_inception_no_progressive,176.5,0.897860229015
unet_shuffle_inception_no_progressive,177.5,2.77146816254
unet_shuffle_inception_no_progressive,205.0,3.4250555485480003
unet_shuffle_inception_no_progressive,189.5,4.355509758
unet_shuffle_inception_no_progressive,201.0,23.1115531921
unet_shuffle_inception_no_progressive,207.5,26.2524242401
unet_shuffle_inception_no_progressive,175.0,15.2826690674
unet_shuffle_inception_no_progressive,192.0,11.03931665418
unet_shuffle_inception_no_progressive,160.5,10.9583463669
unet_shuffle_inception_no_progressive,279.0,1.74344325066
unet_shuffle_inception_no_progressive,291.0,1.13398969173
unet_shuffle_inception_no_progressive,263.0,0.835253059864
unet_shuffle_inception_no_progressive,299.0,1.72472679615
unet_shuffle_inception_no_progressive,285.0,5.569326639175
unet_shuffle_inception_no_progressive,267.0,1.64743757248
unet_shuffle_inception_no_progressive,230.0,2.58743476868
unet_shuffle_inception_no_progressive,216.0,1.83464705944
unet_shuffle_inception_no_progressive,189.0,8.40490722656
unet_shuffle_inception_no_progressive,187.0,3.67858409882
unet_shuffle_inception_no_progressive,159.0,4.1642302572745
unet_shuffle_inception_no_progressive,148.0,1.03337073326
unet_shuffle_inception_no_progressive,166.0,2.24374485016
unet_shuffle_inception_no_progressive,106.0,10.4571399689
unet_shuffle_inception_no_progressive,19.3333333333,0.422292649746
unet_shuffle_inception_no_progressive,24.75,0.44953384995449996
unet_shuffle_inception_no_progressive,31.5,0.150239109993
unet_shuffle_inception_no_progressive,23.75,0.188131481409
unet_shuffle_inception_no_progressive,69.75,0.183574140072
unet_shuffle_inception_no_progressive,78.25,0.188958317041
unet_shuffle_inception_no_progressive,83.75,0.187652617693
unet_shuffle_inception_no_progressive,94.25,0.146757692099
unet_shuffle_inception_no_progressive,71.0,0.326375901699
unet_shuffle_inception_no_progressive,35.5,5.34340763092
unet_shuffle_inception_no_progressive,36.25,6.717377627904667
unet_shuffle_inception_no_progressive,80.75,2.76099300385
unet_shuffle_inception_no_progressive,57.5,0.50892418623
unet_shuffle_inception_no_progressive,93.6666666667,7.71138811111
unet_shuffle_inception_no_progressive,133.666666667,0.306383669376
unet_shuffle_inception_no_progressive,146.333333333,7.57736539841
unet_shuffle_inception_no_progressive,49.0,0.3772961124777
unet_shuffle_inception_no_progressive,65.0,0.100311636925
unet_shuffle_inception_no_progressive,45.0,0.28637590756000003
unet_shuffle_inception_no_progressive,53.75,0.823937416077
unet_shuffle_inception_no_progressive,12.5,21.42040228842
unet_shuffle_inception_no_progressive,90.0,4.6403790637835005
unet_shuffle_inception_no_progressive,227.0,6.95489454269
unet_shuffle_inception_no_progressive,272.0,7.65522003174
unet_shuffle_inception_no_progressive,265.0,12.9686546326
unet_shuffle_inception_no_progressive,162.0,40.1726417542
unet_shuffle_inception_no_progressive,67.0,7.29443836212
unet_shuffle_inception_no_progressive,45.3333333333,0.168839484453
unet_shuffle_inception_no_progressive,11.25,2.46686553955
unet_shuffle_inception_no_progressive,47.5,1.728537261484
unet_shuffle_inception_no_progressive,48.5,14.6119413376
unet_shuffle_inception_no_progressive,30.5,30.5745830536
unet_shuffle_inception_no_progressive,212.0,9.93671512604
unet_shuffle_inception_no_progressive,169.0,12.635189602772334
unet_shuffle_inception_no_progressive,79.5,180.036300659
unet_shuffle_inception_no_progressive,34.25,0.0733081921935
unet_shuffle_inception_no_progressive,26.3333333333,0.06097646802665
unet_shuffle_inception_no_progressive,20.5,0.107367664576
unet_shuffle_inception_no_progressive,17.5,12.650533270067
unet_shuffle_inception_no_progressive,8.5,0.228114783764
unet_shuffle_inception_no_progressive,26.6666666667,0.113419085741
unet_shuffle_inception_no_progressive,49.6666666667,0.1715450808407
unet_shuffle_inception_no_progressive,45.6666666667,0.0854265317321
unet_shuffle_inception_no_progressive,27.3333333333,0.0725547969341
unet_shuffle_inception_no_progressive,52.6666666667,2.49247847497695
unet_shuffle_inception_no_progressive,39.6666666667,3.44245886803
unet_shuffle_inception_no_progressive,14.3333333333,100.676513672
unet_shuffle_inception_no_progressive,179.666666667,0.170748516917
unet_shuffle_inception_no_progressive,268.333333333,5.0608716011
unet_shuffle_inception_no_progressive,55.0,0.71138281002875
unet_shuffle_inception_no_progressive,6.5,0.060108050704
unet_shuffle_inception_no_progressive,39.5,25.5173854976918
unet_shuffle_inception_no_progressive,38.25,17.8451480865
unet_shuffle_inception_no_progressive,61.25,57.2647247314
unet_shuffle_inception_no_progressive,85.75,235.625549316
unet_shuffle_inception_no_progressive,98.75,299.892700195
unet_shuffle_inception_no_progressive,97.25,182.207077026
unet_shuffle_inception_no_progressive,66.75,32.6743125916
unet_shuffle_inception_no_progressive,41.3333333333,8.9402923584
unet_shuffle_inception_no_progressive,84.0,6.39116382599
unet_shuffle_inception_no_progressive,108.666666667,22.842086792
unet_shuffle_inception_no_progressive,149.0,34.2652549744
unet_shuffle_inception_no_progressive,163.666666667,36.7597923279
unet_shuffle_inception_no_progressive,159.666666667,32.2361106873
unet_shuffle_inception_no_progressive,190.333333333,37.2389755249
unet_shuffle_inception_no_progressive,260.333333333,42.3575401306
unet_shuffle_inception_no_progressive,304.0,37.7437286377
unet_shuffle_inception_no_progressive,272.666666667,29.7025585175
unet_shuffle_inception_no_progressive,233.0,24.8524074554
unet_shuffle_inception_no_progressive,243.0,19.2654418945
unet_shuffle_inception_no_progressive,253.0,14.5720510483
unet_shuffle_inception_no_progressive,238.0,17.578578949
unet_shuffle_inception_no_progressive,227.333333333,20.0086975098
unet_shuffle_inception_no_progressive,250.0,17.9713287354
unet_shuffle_inception_no_progressive,136.0,14.6430158615
unet_shuffle_inception_no_progressive,58.0,0.449704060952
unet_shuffle_inception_no_progressive,94.6666666667,0.0623188279569
unet_shuffle_inception_no_progressive,118.333333333,0.0720635652542
unet_shuffle_inception_no_progressive,121.333333333,0.140294894576
unet_shuffle_inception_no_progressive,321.666666667,1.05160415173
unet_shuffle_inception_no_progressive,367.666666667,0.627375483513
unet_shuffle_inception_no_progressive,413.333333333,0.18687230348599998
unet_shuffle_inception_no_progressive,362.333333333,3.60060429573
unet_shuffle_inception_no_progressive,346.0,5.07548332214
unet_shuffle_inception_no_progressive,339.666666667,8.44590473175
unet_shuffle_inception_no_progressive,341.0,0.987866282463
unet_shuffle_inception_no_progressive,240.0,1.82677567005
unet_shuffle_inception_no_progressive,228.666666667,13.0529947281
