Modality,Annotation Size,FN
unet_shuffle_inception_no_progressive,168.0,167.988922119
unet_shuffle_inception_no_progressive,193.0,192.98765564
unet_shuffle_inception_no_progressive,146.0,145.944473267
unet_shuffle_inception_no_progressive,158.0,157.924133301
unet_shuffle_inception_no_progressive,81.0,80.99967193604999
unet_shuffle_inception_no_progressive,48.75,28.0601806641
unet_shuffle_inception_no_progressive,75.25,20.991607666
unet_shuffle_inception_no_progressive,62.75,34.342693328850004
unet_shuffle_inception_no_progressive,56.25,54.0
unet_shuffle_inception_no_progressive,37.75,22.0
unet_shuffle_inception_no_progressive,96.0,105.4999923706
