Modality,Annotation Size,Sensitivity
lpd_unet_0_1,89.6666666667,0.01007445058243075
lpd_unet_0_1,19.5,0.0001634699405419484
lpd_unet_0_1,143.0,0.05381423845098608
lpd_unet_0_1,133.333333333,3.5162819595047306e-14
lpd_unet_0_1,85.6666666667,6.732568213360014e-14
lpd_unet_0_1,63.6666666667,2.564370598171426e-05
lpd_unet_0_1,51.6666666667,5.229432883609155e-06
lpd_unet_0_1,75.0,1.056277628378701e-05
lpd_unet_0_1,203.25,0.4203538593232361
lpd_unet_0_1,188.25,0.7207240932038661
lpd_unet_0_1,111.0,0.0538521614216464
lpd_unet_0_1,16.3333333333,0.000695731456068974
lpd_unet_0_1,43.3333333333,0.0023716436497192043
lpd_unet_0_1,134.75,0.0
lpd_unet_0_1,242.25,0.0
lpd_unet_0_1,316.5,0.0
lpd_unet_0_1,334.8,0.0
lpd_unet_0_1,421.6,0.0
lpd_unet_0_1,646.5,0.0
lpd_unet_0_1,720.75,5.123331348053597e-29
lpd_unet_0_1,753.5,6.134388684572929e-28
lpd_unet_0_1,826.5,3.8260064113668057e-23
lpd_unet_0_1,806.5,3.5300894097850676e-21
lpd_unet_0_1,736.5,1.8744694223824448e-25
lpd_unet_0_1,697.5,2.239948551278928e-22
lpd_unet_0_1,659.25,2.947287139222287e-14
lpd_unet_0_1,560.25,3.3104230875303255e-12
lpd_unet_0_1,466.25,6.5995441434481806e-12
lpd_unet_0_1,347.25,3.4351978887520505e-11
lpd_unet_0_1,215.5,4.0025344342803566e-11
lpd_unet_0_1,130.666666667,5.805822543739631e-10
lpd_unet_0_1,62.0,0.00039677462652210093
lpd_unet_0_1,76.0,0.004910700901806
lpd_unet_0_1,99.0,0.8577053185666668
lpd_unet_0_1,182.0,0.787245865707061
lpd_unet_0_1,323.0,0.6345289011857586
lpd_unet_0_1,472.0,0.6874953447754237
lpd_unet_0_1,506.0,0.4994686865203279
lpd_unet_0_1,529.0,0.18825276799949703
lpd_unet_0_1,534.0,0.3453891669751061
lpd_unet_0_1,567.0,0.296804153103047
lpd_unet_0_1,441.0,0.3967483488164033
lpd_unet_0_1,445.0,0.3201261713258427
lpd_unet_0_1,561.0,0.2699214360080884
lpd_unet_0_1,589.0,0.12971009972705416
lpd_unet_0_1,575.0,0.3303559145721739
lpd_unet_0_1,523.0,0.3169702509324074
lpd_unet_0_1,350.0,0.0600880684164369
lpd_unet_0_1,383.0,0.1238655907054183
lpd_unet_0_1,358.0,0.2822193473006005
lpd_unet_0_1,327.0,0.5047457633761467
lpd_unet_0_1,290.0,0.411328372596635
lpd_unet_0_1,21.3333333333,1.407010573106251e-06
lpd_unet_0_1,56.75,0.0036116930821258
lpd_unet_0_1,68.75,0.009119694002855
lpd_unet_0_1,70.0,0.0042048385224290295
lpd_unet_0_1,62.5,0.0011507976518245
lpd_unet_0_1,49.75,0.0002018028929054
lpd_unet_0_1,198.0,0.0001880620508290833
lpd_unet_0_1,128.5,0.07139271772291975
lpd_unet_0_1,176.5,5.102776841675953e-09
lpd_unet_0_1,177.5,7.474884568687075e-09
lpd_unet_0_1,205.0,0.27083574027049756
lpd_unet_0_1,189.5,1.2068679603617242e-08
